RECORD_ID,LOAN_ID,PERIOD,PAYMENT_DATE,BEGINING_BALANCE,PAYMENT_AMOUNT,PAYMENT_PRINCIPLE,PAYMENT_INTEREST,ENDING_BALANCE,PAID,DATE,CREATED_BY,CREATED_DT,TRANS_REF
238529,165457,1,30/10/2020,7290054,249592,159592,90001,7040462,Y,30/10/2020,9,5/10/2020,274032
238530,165457,2,30/11/2020,7128468,249592,161586,88006,6878876,Y,30/11/2020,9,5/10/2020,275379
238531,165457,3,30/12/2020,6964862,249592,163606,85986,6715270,N,NULL,9,5/10/2020,NULL
238532,165457,4,30/01/2021,6799211,249592,165651,83941,6549619,N,NULL,9,5/10/2020,NULL
238533,165457,5,28/02/2021,6631489,249592,167722,81870,6381897,N,NULL,9,5/10/2020,NULL
238534,165457,6,28/03/2021,6461670,249592,169819,79774,6212078,N,NULL,9,5/10/2020,NULL
238535,165457,7,28/04/2021,6289729,249592,171941,77651,6040137,N,NULL,9,5/10/2020,NULL
238536,165457,8,28/05/2021,6115638,249592,174091,75502,5866046,N,NULL,9,5/10/2020,NULL
238537,165457,9,28/06/2021,5939371,249592,176267,73326,5689779,N,NULL,9,5/10/2020,NULL
238538,165457,10,28/07/2021,5760901,249592,178470,71122,5511309,N,NULL,9,5/10/2020,NULL
238539,165457,11,28/08/2021,5580200,249592,180701,68891,5330608,N,NULL,9,5/10/2020,NULL
238540,165457,12,28/09/2021,5397240,249592,182960,66633,5147648,N,NULL,9,5/10/2020,NULL
238541,165457,13,28/10/2021,5211993,249592,185247,64346,4962401,N,NULL,9,5/10/2020,NULL
238542,165457,14,28/11/2021,5024431,249592,187562,62030,4774839,N,NULL,9,5/10/2020,NULL
238543,165457,15,28/12/2021,4834524,249592,189907,59685,4584932,N,NULL,9,5/10/2020,NULL
238544,165457,16,28/01/2022,4642243,249592,192281,57312,4392651,N,NULL,9,5/10/2020,NULL
238545,165457,17,28/02/2022,4447559,249592,194684,54908,4197967,N,NULL,9,5/10/2020,NULL
238546,165457,18,28/03/2022,4250441,249592,197118,52475,4000849,N,NULL,9,5/10/2020,NULL
238547,165457,19,28/04/2022,4050859,249592,199582,50011,3801267,N,NULL,9,5/10/2020,NULL
238548,165457,20,28/05/2022,3848783,249592,202076,47516,3599191,N,NULL,9,5/10/2020,NULL
238549,165457,21,28/06/2022,3644181,249592,204602,44990,3394589,N,NULL,9,5/10/2020,NULL
238550,165457,22,28/07/2022,3437021,249592,207160,42432,3187429,N,NULL,9,5/10/2020,NULL
238551,165457,23,28/08/2022,3227272,249592,209749,39843,2977680,N,NULL,9,5/10/2020,NULL
238552,165457,24,28/09/2022,3014901,249592,212371,37221,2765309,N,NULL,9,5/10/2020,NULL
238553,165457,25,28/10/2022,2799875,249592,215026,34566,2550283,N,NULL,9,5/10/2020,NULL
238554,165457,26,28/11/2022,2582161,249592,217714,31879,2332569,N,NULL,9,5/10/2020,NULL
238555,165457,27,28/12/2022,2361726,249592,220435,29157,2112134,N,NULL,9,5/10/2020,NULL
238556,165457,28,28/01/2023,2138535,249592,223191,26402,1888943,N,NULL,9,5/10/2020,NULL
238557,165457,29,28/02/2023,1912555,249592,225980,23612,1662963,N,NULL,9,5/10/2020,NULL
238558,165457,30,28/03/2023,1683750,249592,228805,20787,1434158,N,NULL,9,5/10/2020,NULL
238559,165457,31,28/04/2023,1452085,249592,231665,17927,1202493,N,NULL,9,5/10/2020,NULL
238560,165457,32,28/05/2023,1217524,249592,234561,15031,967932,N,NULL,9,5/10/2020,NULL
238561,165457,33,28/06/2023,980031,249592,237493,12099,730439,N,NULL,9,5/10/2020,NULL
238562,165457,34,28/07/2023,739569,249592,240462,9131,489977,N,NULL,9,5/10/2020,NULL
238563,165457,35,28/08/2023,496101,249592,243468,6125,246509,N,NULL,9,5/10/2020,NULL
238564,165457,36,28/09/2023,249590,249592,246509,3081,0,N,NULL,9,5/10/2020,NULL
238565,165458,1,30/10/2020,10125000,237899,112899,125000,9887101,Y,30/10/2020,9,5/10/2020,274031
238566,165458,2,30/11/2020,10010689,237899,114311,123589,9772790,Y,30/11/2020,9,5/10/2020,275378
238567,165458,3,30/12/2020,9894950,237899,115739,122160,9657051,N,NULL,9,5/10/2020,NULL
238568,165458,4,30/01/2021,9777764,237899,117186,120713,9539865,N,NULL,9,5/10/2020,NULL
238569,165458,5,28/02/2021,9659113,237899,118651,119248,9421214,N,NULL,9,5/10/2020,NULL
238570,165458,6,28/03/2021,9538979,237899,120134,117765,9301080,N,NULL,9,5/10/2020,NULL
238571,165458,7,28/04/2021,9417343,237899,121636,116263,9179444,N,NULL,9,5/10/2020,NULL
238572,165458,8,28/05/2021,9294187,237899,123156,114743,9056288,N,NULL,9,5/10/2020,NULL
238573,165458,9,28/06/2021,9169491,237899,124696,113204,8931592,N,NULL,9,5/10/2020,NULL
238574,165458,10,28/07/2021,9043237,237899,126254,111645,8805338,N,NULL,9,5/10/2020,NULL
238575,165458,11,28/08/2021,8915404,237899,127833,110067,8677505,N,NULL,9,5/10/2020,NULL
238576,165458,12,28/09/2021,8785974,237899,129430,108469,8548075,N,NULL,9,5/10/2020,NULL
238577,165458,13,28/10/2021,8654926,237899,131048,106851,8417027,N,NULL,9,5/10/2020,NULL
238578,165458,14,28/11/2021,8522240,237899,132686,105213,8284341,N,NULL,9,5/10/2020,NULL
238579,165458,15,28/12/2021,8387895,237899,134345,103554,8149996,N,NULL,9,5/10/2020,NULL
238580,165458,16,28/01/2022,8251871,237899,136024,101875,8013972,N,NULL,9,5/10/2020,NULL
238581,165458,17,28/02/2022,8114146,237899,137725,100175,7876247,N,NULL,9,5/10/2020,NULL
238582,165458,18,28/03/2022,7974700,237899,139446,98453,7736801,N,NULL,9,5/10/2020,NULL
238583,165458,19,28/04/2022,7833511,237899,141189,96710,7595612,N,NULL,9,5/10/2020,NULL
238584,165458,20,28/05/2022,7690557,237899,142954,94945,7452658,N,NULL,9,5/10/2020,NULL
238585,165458,21,28/06/2022,7545816,237899,144741,93158,7307917,N,NULL,9,5/10/2020,NULL
238586,165458,22,28/07/2022,7399266,237899,146550,91349,7161367,N,NULL,9,5/10/2020,NULL
238587,165458,23,28/08/2022,7250884,237899,148382,89517,7012985,N,NULL,9,5/10/2020,NULL
238588,165458,24,28/09/2022,7100647,237899,150237,87662,6862748,N,NULL,9,5/10/2020,NULL
238589,165458,25,28/10/2022,6948532,237899,152115,85784,6710633,N,NULL,9,5/10/2020,NULL
238590,165458,26,28/11/2022,6794516,237899,154016,83883,6556617,N,NULL,9,5/10/2020,NULL
238591,165458,27,28/12/2022,6638574,237899,155942,81958,6400675,N,NULL,9,5/10/2020,NULL
238592,165458,28,28/01/2023,6480683,237899,157891,80008,6242784,N,NULL,9,5/10/2020,NULL
238593,165458,29,28/02/2023,6320818,237899,159865,78035,6082919,N,NULL,9,5/10/2020,NULL
238594,165458,30,28/03/2023,6158955,237899,161863,76036,5921056,N,NULL,9,5/10/2020,NULL
238595,165458,31,28/04/2023,5995069,237899,163886,74013,5757170,N,NULL,9,5/10/2020,NULL
238596,165458,32,28/05/2023,5829134,237899,165935,71965,5591235,N,NULL,9,5/10/2020,NULL
238597,165458,33,28/06/2023,5661125,237899,168009,69890,5423226,N,NULL,9,5/10/2020,NULL
238598,165458,34,28/07/2023,5491016,237899,170109,67790,5253117,N,NULL,9,5/10/2020,NULL
238599,165458,35,28/08/2023,5318781,237899,172235,65664,5080882,N,NULL,9,5/10/2020,NULL
238600,165458,36,28/09/2023,5144393,237899,174388,63511,4906494,N,NULL,9,5/10/2020,NULL
238601,165458,37,28/10/2023,4967825,237899,176568,61331,4729926,N,NULL,9,5/10/2020,NULL
238602,165458,38,28/11/2023,4789050,237899,178775,59124,4551151,N,NULL,9,5/10/2020,NULL
238603,165458,39,28/12/2023,4608040,237899,181010,56889,4370141,N,NULL,9,5/10/2020,NULL
238604,165458,40,28/01/2024,4424767,237899,183273,54627,4186868,N,NULL,9,5/10/2020,NULL
238605,165458,41,28/02/2024,4239204,237899,185563,52336,4001305,N,NULL,9,5/10/2020,NULL
238606,165458,42,28/03/2024,4051321,237899,187883,50016,3813422,N,NULL,9,5/10/2020,NULL
238607,165458,43,28/04/2024,3861089,237899,190232,47668,3623190,N,NULL,9,5/10/2020,NULL
238608,165458,44,28/05/2024,3668480,237899,192609,45290,3430581,N,NULL,9,5/10/2020,NULL
238609,165458,45,28/06/2024,3473463,237899,195017,42882,3235564,N,NULL,9,5/10/2020,NULL
238610,165458,46,28/07/2024,3276008,237899,197455,40445,3038109,N,NULL,9,5/10/2020,NULL
238611,165458,47,28/08/2024,3076085,237899,199923,37976,2838186,N,NULL,9,5/10/2020,NULL
238612,165458,48,28/09/2024,2873663,237899,202422,35477,2635764,N,NULL,9,5/10/2020,NULL
238613,165458,49,28/10/2024,2668711,237899,204952,32947,2430812,N,NULL,9,5/10/2020,NULL
238614,165458,50,28/11/2024,2461197,237899,207514,30385,2223298,N,NULL,9,5/10/2020,NULL
238615,165458,51,28/12/2024,2251089,237899,210108,27791,2013190,N,NULL,9,5/10/2020,NULL
238616,165458,52,28/01/2025,2038355,237899,212734,25165,1800456,N,NULL,9,5/10/2020,NULL
238617,165458,53,28/02/2025,1822961,237899,215394,22506,1585062,N,NULL,9,5/10/2020,NULL
238618,165458,54,28/03/2025,1604875,237899,218086,19813,1366976,N,NULL,9,5/10/2020,NULL
238619,165458,55,28/04/2025,1384063,237899,220812,17087,1146164,N,NULL,9,5/10/2020,NULL
238620,165458,56,28/05/2025,1160491,237899,223572,14327,922592,N,NULL,9,5/10/2020,NULL
238621,165458,57,28/06/2025,934124,237899,226367,11532,696225,N,NULL,9,5/10/2020,NULL
238622,165458,58,28/07/2025,704927,237899,229197,8703,467028,N,NULL,9,5/10/2020,NULL
238623,165458,59,28/08/2025,472865,237899,232062,5838,234966,N,NULL,9,5/10/2020,NULL
238624,165458,60,28/09/2025,237903,237899,234966,2937,0,N,NULL,9,5/10/2020,NULL
238625,165459,1,1/11/2020,53920688,1266933,601245,665688,52653755,Y,1/11/2020,9,5/10/2020,274069
238626,165459,2,1/12/2020,53311927,1266933,608761,658172,52044994,Y,1/12/2020,9,5/10/2020,275448
238627,165459,3,11/12/2020,52695557,1266933,616370,650562,51428624,C,11/12/2020,9,5/10/2020,NULL
238628,165459,4,11/12/2020,52071482,1266933,624075,0,50804549,C,11/12/2020,9,5/10/2020,NULL
238629,165459,5,11/12/2020,51439606,1266933,631876,0,50172673,C,11/12/2020,9,5/10/2020,NULL
238630,165459,6,11/12/2020,50799832,1266933,639774,0,49532899,C,11/12/2020,9,5/10/2020,NULL
238631,165459,7,11/12/2020,50152061,1266933,647771,0,48885128,C,11/12/2020,9,5/10/2020,NULL
238632,165459,8,11/12/2020,49496192,1266933,655869,0,48229259,C,11/12/2020,9,5/10/2020,NULL
238633,165459,9,11/12/2020,48832125,1266933,664067,0,47565192,C,11/12/2020,9,5/10/2020,NULL
238634,165459,10,11/12/2020,48159757,1266933,672368,0,46892824,C,11/12/2020,9,5/10/2020,NULL
238635,165459,11,11/12/2020,47478985,1266933,680772,0,46212052,C,11/12/2020,9,5/10/2020,NULL
238636,165459,12,11/12/2020,46789703,1266933,689282,0,45522770,C,11/12/2020,9,5/10/2020,NULL
238637,165459,13,11/12/2020,46091805,1266933,697898,0,44824872,C,11/12/2020,9,5/10/2020,NULL
238638,165459,14,11/12/2020,45385183,1266933,706622,0,44118250,C,11/12/2020,9,5/10/2020,NULL
238639,165459,15,11/12/2020,44669728,1266933,715455,0,43402795,C,11/12/2020,9,5/10/2020,NULL
238640,165459,16,11/12/2020,43945330,1266933,724398,0,42678397,C,11/12/2020,9,5/10/2020,NULL
238641,165459,17,11/12/2020,43211877,1266933,733453,0,41944944,C,11/12/2020,9,5/10/2020,NULL
238642,165459,18,11/12/2020,42469256,1266933,742621,0,41202323,C,11/12/2020,9,5/10/2020,NULL
238643,165459,19,11/12/2020,41717352,1266933,751904,0,40450419,C,11/12/2020,9,5/10/2020,NULL
238644,165459,20,11/12/2020,40956050,1266933,761302,0,39689117,C,11/12/2020,9,5/10/2020,NULL
238645,165459,21,11/12/2020,40185231,1266933,770819,0,38918298,C,11/12/2020,9,5/10/2020,NULL
238646,165459,22,11/12/2020,39404777,1266933,780454,0,38137844,C,11/12/2020,9,5/10/2020,NULL
238647,165459,23,11/12/2020,38614567,1266933,790210,0,37347634,C,11/12/2020,9,5/10/2020,NULL
238648,165459,24,11/12/2020,37814480,1266933,800087,0,36547547,C,11/12/2020,9,5/10/2020,NULL
238649,165459,25,11/12/2020,37004392,1266933,810088,0,35737459,C,11/12/2020,9,5/10/2020,NULL
238650,165459,26,11/12/2020,36184178,1266933,820214,0,34917245,C,11/12/2020,9,5/10/2020,NULL
238651,165459,27,11/12/2020,35353711,1266933,830467,0,34086778,C,11/12/2020,9,5/10/2020,NULL
238652,165459,28,11/12/2020,34512863,1266933,840848,0,33245930,C,11/12/2020,9,5/10/2020,NULL
238653,165459,29,11/12/2020,33661504,1266933,851359,0,32394571,C,11/12/2020,9,5/10/2020,NULL
238654,165459,30,11/12/2020,32799503,1266933,862001,0,31532570,C,11/12/2020,9,5/10/2020,NULL
238655,165459,31,11/12/2020,31926727,1266933,872776,0,30659794,C,11/12/2020,9,5/10/2020,NULL
238656,165459,32,11/12/2020,31043042,1266933,883685,0,29776109,C,11/12/2020,9,5/10/2020,NULL
238657,165459,33,11/12/2020,30148311,1266933,894731,0,28881378,C,11/12/2020,9,5/10/2020,NULL
238658,165459,34,11/12/2020,29242395,1266933,905916,0,27975462,C,11/12/2020,9,5/10/2020,NULL
238659,165459,35,11/12/2020,28325156,1266933,917239,0,27058223,C,11/12/2020,9,5/10/2020,NULL
238660,165459,36,11/12/2020,27396451,1266933,928705,0,26129518,C,11/12/2020,9,5/10/2020,NULL
238661,165459,37,11/12/2020,26456137,1266933,940314,0,25189204,C,11/12/2020,9,5/10/2020,NULL
238662,165459,38,11/12/2020,25504069,1266933,952068,0,24237136,C,11/12/2020,9,5/10/2020,NULL
238663,165459,39,11/12/2020,24540100,1266933,963969,0,23273167,C,11/12/2020,9,5/10/2020,NULL
238664,165459,40,11/12/2020,23564082,1266933,976018,0,22297149,C,11/12/2020,9,5/10/2020,NULL
238665,165459,41,11/12/2020,22575864,1266933,988218,0,21308931,C,11/12/2020,9,5/10/2020,NULL
238666,165459,42,11/12/2020,21575293,1266933,1000571,0,20308360,C,11/12/2020,9,5/10/2020,NULL
238667,165459,43,11/12/2020,20562215,1266933,1013078,0,19295282,C,11/12/2020,9,5/10/2020,NULL
238668,165459,44,11/12/2020,19536473,1266933,1025742,0,18269540,C,11/12/2020,9,5/10/2020,NULL
238669,165459,45,11/12/2020,18497910,1266933,1038563,0,17230977,C,11/12/2020,9,5/10/2020,NULL
238670,165459,46,11/12/2020,17446364,1266933,1051546,0,16179431,C,11/12/2020,9,5/10/2020,NULL
238671,165459,47,11/12/2020,16381674,1266933,1064690,0,15114741,C,11/12/2020,9,5/10/2020,NULL
238672,165459,48,11/12/2020,15303676,1266933,1077998,0,14036743,C,11/12/2020,9,5/10/2020,NULL
238673,165459,49,11/12/2020,14212203,1266933,1091473,0,12945270,C,11/12/2020,9,5/10/2020,NULL
238674,165459,50,11/12/2020,13107086,1266933,1105117,0,11840153,C,11/12/2020,9,5/10/2020,NULL
238675,165459,51,11/12/2020,11988155,1266933,1118931,0,10721222,C,11/12/2020,9,5/10/2020,NULL
238676,165459,52,11/12/2020,10855238,1266933,1132917,0,9588305,C,11/12/2020,9,5/10/2020,NULL
238677,165459,53,11/12/2020,9708159,1266933,1147079,0,8441226,C,11/12/2020,9,5/10/2020,NULL
238678,165459,54,11/12/2020,8546742,1266933,1161417,0,7279809,C,11/12/2020,9,5/10/2020,NULL
238679,165459,55,11/12/2020,7370807,1266933,1175935,0,6103874,C,11/12/2020,9,5/10/2020,NULL
238680,165459,56,11/12/2020,6180173,1266933,1190634,0,4913240,C,11/12/2020,9,5/10/2020,NULL
238681,165459,57,11/12/2020,4974656,1266933,1205517,0,3707723,C,11/12/2020,9,5/10/2020,NULL
238682,165459,58,11/12/2020,3754070,1266933,1220586,0,2487137,C,11/12/2020,9,5/10/2020,NULL
238683,165459,59,11/12/2020,2518226,1266933,1235844,0,1251293,C,11/12/2020,9,5/10/2020,NULL
238684,165459,60,11/12/2020,1266934,1266933,1251293,0,0,C,11/12/2020,9,5/10/2020,NULL
238685,165460,1,1/11/2020,33239061,6813995,6403636,410359,26425066,Y,1/11/2020,9,5/10/2020,274068
238686,165460,2,1/12/2020,26755380,6813995,6483681,330313,19941385,Y,1/12/2020,9,5/10/2020,275447
238687,165460,3,1/1/2021,20190653,6813995,6564727,249267,13376658,N,NULL,9,5/10/2020,NULL
238688,165460,4,1/2/2021,13543867,6813995,6646786,167208,6729872,N,NULL,9,5/10/2020,NULL
238689,165460,5,1/3/2021,6813996,6813995,6729872,84123,0,N,NULL,9,5/10/2020,NULL
238690,165461,1,2/11/2020,3042500,1028466,985966,42500,2014034,Y,2/11/2020,9,6/10/2020,274080
238691,165461,2,2/12/2020,2042566,1028466,999934,28532,1014100,Y,2/12/2020,9,6/10/2020,275543
238692,165461,3,2/1/2021,1028466,1028466,1014100,14366,0,N,NULL,9,6/10/2020,NULL
238693,165462,1,2/11/2020,938841,472336,460745,11591,466505,Y,2/11/2020,9,6/10/2020,274079
238694,165462,2,2/12/2020,472336,472336,466505,5831,0,Y,2/12/2020,9,6/10/2020,275542
238695,165463,1,1/11/2020,6075000,1044203,969203,75000,5030797,Y,1/11/2020,9,6/10/2020,274067
238696,165463,2,1/12/2020,5093682,1044203,981318,62885,4049479,Y,1/12/2020,9,6/10/2020,275446
238697,165463,3,1/1/2021,4100098,1044203,993584,50618,3055895,N,NULL,9,6/10/2020,NULL
238698,165463,4,1/2/2021,3094094,1044203,1006004,38199,2049891,N,NULL,9,6/10/2020,NULL
238699,165463,5,1/3/2021,2075515,1044203,1018579,25624,1031312,N,NULL,9,6/10/2020,NULL
238700,165463,6,1/4/2021,1044204,1044203,1031312,12891,0,N,NULL,9,6/10/2020,NULL
238701,165464,1,5/11/2020,6017381,1034299,960010,74289,4983082,Y,5/11/2020,9,6/10/2020,274252
238702,165464,2,5/12/2020,5045371,1034299,972010,62289,4011072,Y,5/12/2020,9,6/10/2020,275839
238703,165464,3,5/1/2021,4061210,1034299,984161,50138,3026911,N,NULL,9,6/10/2020,NULL
238704,165464,4,5/2/2021,3064747,1034299,996463,37836,2030448,N,NULL,9,6/10/2020,NULL
238705,165464,5,5/3/2021,2055829,1034299,1008918,25381,1021530,N,NULL,9,6/10/2020,NULL
238706,165464,6,5/4/2021,1034299,1034299,1021530,12769,0,N,NULL,9,6/10/2020,NULL
238707,165465,1,6/11/2020,1822500,464150,441650,22500,1358350,Y,6/11/2020,9,8/10/2020,274324
238708,165465,2,6/12/2020,1375330,464150,447170,16979,911180,Y,6/12/2020,9,8/10/2020,275860
238709,165465,3,6/1/2021,922570,464150,452760,11390,458420,N,NULL,9,8/10/2020,NULL
238710,165465,4,6/2/2021,464150,464150,458420,5730,0,N,NULL,9,8/10/2020,NULL
238711,165466,1,6/11/2020,9751989,600865,480470,120395,9151124,Y,6/11/2020,9,8/10/2020,274323
238712,165466,2,6/12/2020,9265513,600865,486476,114389,8664648,Y,6/12/2020,9,8/10/2020,275859
238713,165466,3,6/1/2021,8772956,600865,492557,108308,8172091,N,NULL,9,8/10/2020,NULL
238714,165466,4,6/2/2021,8274242,600865,498714,102151,7673377,N,NULL,9,8/10/2020,NULL
238715,165466,5,6/3/2021,7769294,600865,504948,95917,7168429,N,NULL,9,8/10/2020,NULL
238716,165466,6,6/4/2021,7258034,600865,511260,89605,6657169,N,NULL,9,8/10/2020,NULL
238717,165466,7,6/5/2021,6740384,600865,517650,83215,6139519,N,NULL,9,8/10/2020,NULL
238718,165466,8,6/6/2021,6216263,600865,524121,76744,5615398,N,NULL,9,8/10/2020,NULL
238719,165466,9,6/7/2021,5685591,600865,530672,70192,5084726,N,NULL,9,8/10/2020,NULL
238720,165466,10,6/8/2021,5148285,600865,537306,63559,4547420,N,NULL,9,8/10/2020,NULL
238721,165466,11,6/9/2021,4604263,600865,544022,56843,4003398,N,NULL,9,8/10/2020,NULL
238722,165466,12,6/10/2021,4053441,600865,550822,50042,3452576,N,NULL,9,8/10/2020,NULL
238723,165466,13,6/11/2021,3495733,600865,557708,43157,2894868,N,NULL,9,8/10/2020,NULL
238724,165466,14,6/12/2021,2931054,600865,564679,36186,2330189,N,NULL,9,8/10/2020,NULL
238725,165466,15,6/1/2022,2359316,600865,571738,29127,1758451,N,NULL,9,8/10/2020,NULL
238726,165466,16,6/2/2022,1780432,600865,578884,21981,1179567,N,NULL,9,8/10/2020,NULL
238727,165466,17,6/3/2022,1194312,600865,586120,14745,593447,N,NULL,9,8/10/2020,NULL
238728,165466,18,6/4/2022,600865,600865,593447,7418,0,N,NULL,9,8/10/2020,NULL
238849,165468,1,6/11/2020,5062500,451292,388792,62500,4611208,Y,6/11/2020,9,8/10/2020,274322
238850,165468,2,6/12/2020,4668849,451292,393651,57640,4217557,Y,6/12/2020,9,8/10/2020,275858
238851,165468,3,6/1/2021,4270277,451292,398572,52719,3818985,N,NULL,9,8/10/2020,NULL
238852,165468,4,6/2/2021,3866723,451292,403554,47737,3415431,N,NULL,9,8/10/2020,NULL
238853,165468,5,6/3/2021,3458124,451292,408599,42693,3006832,N,NULL,9,8/10/2020,NULL
238854,165468,6,6/4/2021,3044418,451292,413706,37585,2593126,N,NULL,9,8/10/2020,NULL
238855,165468,7,6/5/2021,2625541,451292,418877,32414,2174249,N,NULL,9,8/10/2020,NULL
238856,165468,8,6/6/2021,2201428,451292,424113,27178,1750136,N,NULL,9,8/10/2020,NULL
238857,165468,9,6/7/2021,1772013,451292,429415,21877,1320721,N,NULL,9,8/10/2020,NULL
238858,165468,10,6/8/2021,1337230,451292,434783,16509,885938,N,NULL,9,8/10/2020,NULL
238859,165468,11,6/9/2021,897013,451292,440217,11074,445721,N,NULL,9,8/10/2020,NULL
238860,165468,12,6/10/2021,451293,451292,445721,5572,0,N,NULL,9,8/10/2020,NULL
238861,165469,1,6/11/2020,7340930,654400,563771,90629,6686530,Y,6/11/2020,9,8/10/2020,274321
238862,165469,2,6/12/2020,6770112,654400,570818,83582,6115712,Y,6/12/2020,9,8/10/2020,275857
238863,165469,3,6/1/2021,6192158,654400,577954,76446,5537758,N,NULL,9,8/10/2020,NULL
238864,165469,4,6/2/2021,5606980,654400,585178,69222,4952580,N,NULL,9,8/10/2020,NULL
238865,165469,5,6/3/2021,5014487,654400,592493,61907,4360087,N,NULL,9,8/10/2020,NULL
238866,165469,6,6/4/2021,4414588,654400,599899,54501,3760188,N,NULL,9,8/10/2020,NULL
238867,165469,7,6/5/2021,3807190,654400,607398,47002,3152790,N,NULL,9,8/10/2020,NULL
238868,165469,8,6/6/2021,3192200,654400,614990,39410,2537800,N,NULL,9,8/10/2020,NULL
238869,165469,9,6/7/2021,2569523,654400,622677,31723,1915123,N,NULL,9,8/10/2020,NULL
238870,165469,10,6/8/2021,1939062,654400,630461,23939,1284662,N,NULL,9,8/10/2020,NULL
238871,165469,11,6/9/2021,1300720,654400,638342,16058,646320,N,NULL,9,8/10/2020,NULL
238872,165469,12,6/10/2021,654399,654400,646320,8079,0,N,NULL,9,8/10/2020,NULL
238873,165470,1,6/11/2020,28350000,970629,620629,350000,27379371,Y,6/11/2020,9,8/10/2020,274320
238874,165470,2,24/11/2020,27721613,970629,628387,342242,26750984,Y,24/11/2020,9,8/10/2020,275078
238875,165470,3,6/1/2021,27085371,970629,636242,334387,26114742,R,NULL,9,8/10/2020,NULL
238876,165470,4,6/2/2021,26441176,970629,644195,326434,25470547,R,NULL,9,8/10/2020,NULL
238877,165470,5,6/3/2021,25788929,970629,652247,318382,24818300,R,NULL,9,8/10/2020,NULL
238878,165470,6,6/4/2021,25128529,970629,660400,310229,24157900,R,NULL,9,8/10/2020,NULL
238879,165470,7,6/5/2021,24459874,970629,668655,301974,23489245,R,NULL,9,8/10/2020,NULL
238880,165470,8,6/6/2021,23782860,970629,677014,293616,22812231,R,NULL,9,8/10/2020,NULL
238881,165470,9,6/7/2021,23097384,970629,685476,285153,22126755,R,NULL,9,8/10/2020,NULL
238882,165470,10,6/8/2021,22403339,970629,694045,276584,21432710,R,NULL,9,8/10/2020,NULL
238883,165470,11,6/9/2021,21700619,970629,702720,267909,20729990,R,NULL,9,8/10/2020,NULL
238884,165470,12,6/10/2021,20989115,970629,711504,259125,20018486,R,NULL,9,8/10/2020,NULL
238885,165470,13,6/11/2021,20268717,970629,720398,250231,19298088,R,NULL,9,8/10/2020,NULL
238886,165470,14,6/12/2021,19539314,970629,729403,241226,18568685,R,NULL,9,8/10/2020,NULL
238887,165470,15,6/1/2022,18800793,970629,738521,232109,17830164,R,NULL,9,8/10/2020,NULL
